X,Y,NAME,ADDRESS,ZIPCODE,WARD,LATITUDE,LONGITUDE,OBJECTID,XCOORD,YCOORD,MAR_ID,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-8574525.99914777,4719052.28705954,PNC Bank,7601 GEORGIA AVENUE NW,20012,Ward 4,38.98170436,-77.02627529,1,397723.39,145975.5,253715,BankPt_104,,{556B5591-577D-4E76-8735-4380271BEFCF},,,GHATCHARD,2024/04/30 00:57:56+00
-8574676.67790358,4717174.74266154,M&T Bank,6434 GEORGIA AVENUE NW,20012,Ward 4,38.96859221,-77.02762887,2,397605.67,144519.96,253291,BankPt_86,,{AD8CC4FD-93BD-4B54-9E2D-CB9E66808CF2},,,GHATCHARD,2024/04/30 00:41:18+00
-8574685.19894474,4717104.601995,Truist Bank,6422 GEORGIA AVENUE NW,20012,Ward 4,38.96810232,-77.02770541,3,397599.02,144465.58,285336,BankPt_144,,{278563D3-76D1-4C07-A346-1668E59340E8},,,,
-8580060.52514519,4716845.58408699,Wells Fargo Bank,5701 CONNECTICUT AVENUE NW,20015,Ward 3,38.96629322,-77.07599277,4,393414.22,144267.13,263948,BankPt_198,,{91C6F1BB-D86B-4C1C-BAB8-99DCB05E941C},,,GHATCHARD,2024/05/01 00:12:39+00
-8580131.69352334,4716822.85073484,Citibank,5700 CONNECTICUT AVENUE NW,20015,Ward 3,38.96613444,-77.07663209,6,393358.8,144249.55,274635,BankPt_49,,{298F2EF3-E851-40CE-BDAB-5A1C8F2EE369},,,GHATCHARD,2024/04/27 00:49:39+00
-8580107.51751711,4716759.26141901,M&T Bank,5630 CONNECTICUT AVENUE NW,20015,Ward 3,38.9656903,-77.07641491,7,393377.58,144200.23,263863,BankPt_87,,{8724BA12-F453-4E9A-88B9-833D36D186C5},,,GHATCHARD,2024/04/30 00:22:46+00
-8579996.94455908,4716489.62322191,PNC Bank,5530 CONNECTICUT AVENUE NW,20015,Ward 3,38.96380696,-77.07542162,8,393463.49,143991.09,263837,BankPt_105,,{75B1FFE3-C1E2-490A-B027-40893CB2672D},,,GHATCHARD,2024/04/30 00:57:00+00
-8581223.14319076,4715658.25897746,The National Capital Bank of Washington,5228 44TH STREET NW,20015,Ward 3,38.95799981,-77.08643675,9,392508.24,143347.29,267740,BankPt_137,,{E023A1A0-9B0A-4B4A-B6A7-5DFA8DEDB0AB},,,,
-8580910.6627092,4715545.55525515,Bank of America,5201 WISCONSIN AVENUE NW,20015,Ward 3,38.95721132,-77.08363023,11,392751.41,143259.57,274083,BankPt_20,,{4C3298E0-2394-42C5-AFF1-BE8ECD0F09A5},,,GHATCHARD,2024/04/26 21:28:56+00
-8580936.13571715,4715414.28199539,Wells Fargo Bank,5100 WISCONSIN AVENUE NW,20016,Ward 3,38.95629519,-77.08385851,12,392731.53,143157.89,265883,BankPt_199,,{914ED536-E772-4097-A238-AC4C91E84E36},,,GHATCHARD,2024/05/01 00:06:05+00
-8580778.51670239,4715221.5482979,Citibank,5001 WISCONSIN AVENUE NW,20016,Ward 3,38.95494917,-77.0824426,13,392854.12,143008.32,266053,BankPt_51,,{F00198C3-90E1-45AC-8B03-623533CF8FFE},,,GHATCHARD,2024/04/27 00:48:33+00
-8579416.34604995,4715220.66731328,Truist Bank,5000 CONNECTICUT AVENUE NW,20008,Ward 3,38.95494301,-77.07020602,14,393914.75,143006.75,285038,BankPt_149,,{D381AC71-027A-4489-8264-C709144FB4C9},,,,
-8580671.65745599,4714955.60369687,TD Bank,4849 WISCONSIN AVENUE NW,20016,Ward 3,38.95309101,-77.08148267,15,392937.14,142802.01,284993,BankPt_133,,{5EDDFEFE-42D7-46C7-AFD8-D25E57C9E881},,,GHATCHARD,2024/04/30 21:06:07+00
-8574652.19144111,4714416.31621148,Industrial Bank,4812 GEORGIA AVENUE NW,20011,Ward 4,38.94932353,-77.0274089,16,397624.09,142380.99,252851,BankPt_71,,{D77A70F3-372D-4DAB-8E3A-12A25C76A349},,,,
-8582417.97708991,4713897.77410029,United Bank,4900 MASSACHUSETTS AVENUE NW,20016,Ward 3,38.94570112,-77.09717012,17,391576.49,141982.96,269772,BankPt_176,,{7C2450DD-6220-4374-8057-968333684BA0},,,,
-8582258.84914028,4713863.02681269,Wells Fargo Bank,4841 MASSACHUSETTS AVENUE NW,20016,Ward 3,38.94545803,-77.09574065,19,391700.38,141955.88,284990,BankPt_200,,{4F662695-2CA8-401B-9E22-04EEF5BD3FA5},,,GHATCHARD,2024/04/30 23:21:03+00
-8582231.25352169,4713838.73840461,PNC Bank,4835 MASSACHUSETTS AVENUE NW,20016,Ward 3,38.94528867,-77.09549275,20,391721.85,141937.02,269570,BankPt_107,,{43826726-BE03-46DE-906F-4F5E4B7587B4},,,GHATCHARD,2024/04/30 00:58:52+00
-8582302.78345586,4713793.53538281,Capital One,4860 MASSACHUSETTS AVENUE NW,20016,Ward 3,38.94497285,-77.09613532,21,391666.11,141902.02,266470,BankPt_37,,{88E6F706-19D6-4ED5-8B0A-CF77056B4166},,,GHATCHARD,2024/04/26 23:59:17+00
-8580231.53931058,4713742.16014487,PNC Bank,4249 WISCONSIN AVENUE NW,20016,Ward 3,38.94461391,-77.07752902,22,393279.04,141860.64,303170,BankPt_108,,{E9D0464F-1873-4BD4-B10E-D4CCB9A8123E},,,GHATCHARD,2024/04/30 00:55:54+00
-8570612.11767981,4712595.08440532,PNC Bank,3806 12TH STREET NE,20017,Ward 5,38.93659887,-76.99111631,26,400770.21,140968.12,156248,BankPt_109,,{9A2450F8-7E34-4872-B16A-5154ED2C0DB7},,,GHATCHARD,2024/04/30 00:54:56+00
-8579710.15321686,4712341.29061979,Truist Bank,3402 WISCONSIN AVENUE NW,20016,Ward 3,38.9348258,-77.07284533,28,393684.2,140773.74,311540,BankPt_147,,{CFF0F329-2EDD-4B58-8019-516A7046D058},,,,
-8578008.94513753,4712320.40142804,Bank of America,3401 CONNECTICUT AVENUE NW,20008,Ward 3,38.93467984,-77.05756312,29,395009.18,140756.59,275650,BankPt_14,,{CA1C0852-796E-49BF-9E89-F7C8F3053C30},,,GHATCHARD,2024/04/26 21:00:53+00
-8579726.94739762,4712272.27424018,PNC Bank,3336 WISCONSIN AVENUE NW,20016,Ward 3,38.93434403,-77.07299685,30,393671.02,140720.27,223125,BankPt_106,,{30081C5D-9CBD-459A-A505-C97E2BED6540},,,GHATCHARD,2024/04/30 00:51:30+00
-8579695.68953504,4712235.97706636,Wells Fargo Bank,3314 WISCONSIN AVENUE NW,20016,Ward 3,38.93408991,-77.0727154,31,393695.4,140692.04,284632,BankPt_201,,{904EC8C8-8318-4EB8-BD0F-7B89F41096E1},,,GHATCHARD,2024/05/01 00:11:21+00
-8581076.16028285,4712172.52528303,Truist Bank,3301 NEW MEXICO AVENUE NW,20016,Ward 3,38.93364619,-77.08511638,32,392620.16,140643.75,223997,BankPt_155,,{ADABA165-0CDB-47C2-AB46-14E43CF5C2D7},,,,
-8574287.7662327,4712096.2515461,Bank of America,3500 GEORGIA AVENUE NW,20010,Ward 1,38.93311354,-77.02413522,33,397907.39,140581.42,232241,BankPt_17,,{4F538985-1AAC-4E70-8899-3B1381DB358D},,,GHATCHARD,2024/04/26 21:00:00+00
-8575212.14371208,4711774.06947186,Wells Fargo Bank,3325 14TH STREET NW,20010,Ward 1,38.93086215,-77.03243904,34,397187.33,140331.72,300784,BankPt_197,,{4D6C2025-9724-45DD-BB18-CC2E8A724AAA},,,GHATCHARD,2024/04/30 23:10:24+00
-8575272.63121549,4711715.11001765,PNC Bank,3300 14TH STREET NW,20010,Ward 1,38.93045014,-77.03298241,35,397140.2,140286,234465,BankPt_103,,{D10A5BFC-7491-40F7-A3AE-0473932F9E35},,,GHATCHARD,2024/04/30 00:43:12+00
-8575178.9935072,4711698.7978197,Citibank,3241 14TH STREET NW,20010,Ward 1,38.93033615,-77.03214124,36,397213.13,140273.32,302794,BankPt_47,,{95600CB1-1E7A-4D86-B580-B57B8A2B5B3A},,,GHATCHARD,2024/04/27 00:50:54+00
-8575272.77743953,4711550.63537857,Bank of America,3100 14TH STREET NW,20010,Ward 1,38.92930077,-77.03298372,38,397140.04,140158.41,306304,BankPt_18,,{DF953A92-2AF0-4708-A27A-619A553BBAF8},,,GHATCHARD,2024/04/26 20:38:12+00
-8575272.77743953,4711550.63537857,Chase Bank,3100 14TH STREET NW,20010,Ward 1,38.92930077,-77.03298372,39,397140.04,140158.41,306304,BankPt_78,,{766D9615-26C4-4027-8890-BC9941193A52},,,GHATCHARD,2024/04/30 00:01:11+00
-8575210.84878525,4711488.82084486,Truist Bank,3101 14TH STREET NW,20010,Ward 1,38.9288688,-77.0324274,40,397188.26,140110.44,294813,BankPt_163,,{9FE4A29E-E960-4E6A-B9CD-AD1DAB402F07},,,,
-8572077.80021844,4711289.89471775,Wells Fargo Bank,125 MICHIGAN AVENUE NE,20017,Ward 5,38.92747864,-77.00428276,41,399628.64,139955.63,285983,BankPt_203,,{4DFEAE82-AAA2-44BD-B9F4-B87D72EECAB6},,,GHATCHARD,2024/04/30 23:08:52+00
-8583194.96993322,4711220.15336227,Citibank,5250 MACARTHUR BOULEVARD NW,20016,Ward 3,38.92699126,-77.10414996,43,390969.05,139906.67,285144,BankPt_50,,{BEE168AD-706C-41A3-99DE-3C7C2270F11D},,,GHATCHARD,2024/04/27 00:46:29+00
-8577425.27964899,4710835.36009404,M&T Bank,2620 CONNECTICUT AVENUE NW,20008,Ward 3,38.92430211,-77.05231997,44,395463.11,139604.3,219094,BankPt_85,,{73CBA2CA-4BA9-4A77-BAEE-330AFFD9D4D9},,,GHATCHARD,2024/04/30 00:40:24+00
-8576307.43943858,4710692.63311687,PNC Bank,1779 COLUMBIA ROAD NW,20009,Ward 1,38.92330463,-77.04227824,45,396333.82,139493.12,235934,BankPt_102,,{21FCB667-7A1E-4077-A1FD-1A569CF2E89E},,,GHATCHARD,2024/04/30 00:42:13+00
-8576325.81902522,4710657.43575751,Truist Bank,1801 ADAMS MILL ROAD NW,20009,Ward 1,38.92305865,-77.04244335,46,396319.49,139465.82,218493,BankPt_142,,{9CA345A8-D46B-476B-9A33-8E89CEE11649},,,,
-8576386.439603,4710636.33272301,Wells Fargo Bank,1804 ADAMS MILL ROAD NW,20009,Ward 1,38.92291116,-77.04298791,47,396272.26,139449.47,243236,BankPt_195,,{A3ECFF1F-6442-49C0-A4DD-A97A0E1AC26E},,,GHATCHARD,2024/04/30 23:24:51+00
-8579775.76930984,4710555.0591978,Wells Fargo Bank,3700 CALVERT STREET NW,20007,Ward 3,38.92234282,-77.07343477,48,393631.98,139388.1,271794,BankPt_192,,{2AF0416B-D22F-4193-A7FD-4D4BB8C1CB3B},,,GHATCHARD,2024/04/30 23:26:00+00
-8570839.25482828,4710496.03748088,Bank of America,915 RHODE ISLAND AVENUE NE,20018,Ward 5,38.92193032,-76.99315672,50,400593.43,139339.77,82316,BankPt_22,,{0C9C521A-9201-4D56-A7F0-C274F3D0C8A3},,,GHATCHARD,2024/04/26 21:42:53+00
-8570801.01021861,4710369.98944219,TD Bank,905 RHODE ISLAND AVENUE NE,20018,Ward 5,38.92104938,-76.99281316,52,400623.23,139241.98,308598,BankPt_134,,{A2AEB772-D572-4E3B-865C-2FCADA372755},,,GHATCHARD,2024/04/30 21:04:48+00
-8571023.65513847,4710367.53241762,Truist Bank,2350 WASHINGTON PLACE NE,20018,Ward 5,38.92103099,-76.99481413,53,400449.71,139239.89,306519,BankPt_167,,{78083527-772C-4E58-88F5-7A63067A1303},,,GHATCHARD,2024/04/30 22:58:16+00
-8570907.59067572,4710246.77647471,Citibank,1060 BRENTWOOD ROAD NE,20018,Ward 5,38.92018824,-76.99377059,54,400540.21,139146.38,302477,BankPt_52,,{F07F63C7-2B03-48EF-8EC6-5C090CCD591B},,,GHATCHARD,2024/04/29 20:21:43+00
-8568291.13990211,4710160.23742893,Wells Fargo Bank,2119 BLADENSBURG ROAD NE,20018,Ward 5,38.91958374,-76.97026662,55,402578.48,139079.64,51509,BankPt_204,,{F083D4A3-3490-476D-9DB2-A7EB948936D1},,,GHATCHARD,2024/04/30 23:26:56+00
-8574998.31043597,4709831.5304409,United Bank,1301 U STREET NW,20009,Ward 1,38.91728599,-77.03051814,56,397353.38,138824.63,297578,BankPt_175,,{50534821-6511-413D-887D-6D3ACFBC6087},,,,
-8574649.48030135,4709813.81660381,Industrial Bank,2000 11TH STREET NW,20001,Ward 1,38.91716251,-77.02738455,57,397625.13,138810.8,218578,BankPt_69,,{9A8DD645-E9F5-42C7-BF9B-17D9755B978A},,,,
-8575131.90207353,4709771.44973541,Capital One,1947 14TH STREET NW,20009,Ward 1,38.91686639,-77.03171822,58,397249.29,138778.05,300771,BankPt_34,,{45172282-A038-4433-BD04-63ED27097760},,,GHATCHARD,2024/04/27 00:23:11+00
-8575311.14213339,4709760.03081478,City First Bank of DC,1432 U STREET NW,20009,Ward 2,38.91678658,-77.03332836,59,397109.65,138769.24,279168,BankPt_58,,{4587F926-BA01-40AD-AB77-7D37B9F022B5},,,GHATCHARD,2024/04/29 20:27:04+00
-8575188.32707052,4709734.32257404,Wells Fargo Bank,1934 14TH STREET NW,20009,Ward 2,38.9166069,-77.03222511,60,397205.32,138749.26,309040,BankPt_196,,{6B08578C-3AC0-405F-B8FA-E033F322BF56},,,GHATCHARD,2024/04/30 23:28:41+00
-8579150.91402953,4709695.83662478,Citibank,1901 WISCONSIN AVENUE NW,20007,Ward 2,38.9163379,-77.0678216,61,394118.24,138721.09,279450,BankPt_46,,{AFD79239-AE6D-4FB0-8C3A-998DE385340A},,,GHATCHARD,2024/04/29 17:24:38+00
-8574020.07211102,4709609.66587448,Wells Fargo Bank,1901 7TH STREET NW,20001,Ward 1,38.91573561,-77.02173048,62,398115.43,138652.27,306547,BankPt_178,,{4E5564B0-FDE3-43A2-BA3E-D53B0F3021E0},,,GHATCHARD,2024/04/30 23:30:36+00
-8579105.73525993,4709579.39802028,United Bank,1825 WISCONSIN AVENUE NW,20007,Ward 2,38.91552372,-77.06741576,63,394153.37,138630.72,309641,BankPt_173,,{B62F8696-BFB0-4214-AE9F-5606F035BFF0},,,,
-8575187.9507079,4709415.93941609,Truist Bank,1804 14TH STREET NW,20009,Ward 2,38.91438437,-77.03222365,64,397205.36,138502.54,240081,BankPt_151,,{266EB050-5B06-4C94-9568-4D6307214AE2},,,GHATCHARD,2024/04/30 22:56:33+00
-8576679.01682795,4709353.54667707,TD Bank,1753 CONNECTICUT AVENUE NW,20009,Ward 2,38.91394544,-77.04561618,66,396043.85,138454.31,300676,BankPt_132,,{56497E96-B478-4085-A8B6-2480E48030BD},,,GHATCHARD,2024/04/30 21:09:35+00
-8575913.79371222,4708987.38604646,Peoples Bank,1604 17TH STREET NW,20009,Ward 2,38.91138604,-77.03874207,68,396639.9,138169.92,241674,BankPt_118,,{A2A74C26-A9B2-4F12-BA18-E3A1A3F953A4},,,GHATCHARD,2024/04/30 20:50:48+00
-8578818.77457146,4708925.18557108,TD Bank,1611 WISCONSIN AVENUE NW,20007,Ward 2,38.91095092,-77.06483794,69,394376.57,138122.94,272964,BankPt_131,,{569E79C3-FA95-42C2-9AD7-34FC6D680CF8},,,GHATCHARD,2024/04/30 21:08:50+00
-8576525.67259125,4708828.25602162,PNC Bank,1913 MASSACHUSETTS AVENUE NW,20036,Ward 2,38.91027338,-77.04423867,70,396163.12,138046.66,300942,BankPt_112,,{8809A42C-BAF7-4F44-9DC5-2876A3EB7263},,,GHATCHARD,2024/04/30 00:47:44+00
-8571467.31810291,4708798.79452234,PNC Bank,1348 4TH STREET NE,20002,Ward 5,38.91006744,-76.99879871,72,400104.19,138022.87,286090,BankPt_92,,{60C24262-080B-4313-A230-096FF1BD2406},,,GHATCHARD,2024/04/30 20:22:13+00
-8575418.90047782,4708762.27421788,TD Bank,1489 P STREET NW,20005,Ward 2,38.9098125,-77.03429637,73,397025.41,137995.09,308302,BankPt_128,,{9198F4F4-524D-400E-81AF-0E5B5FD94591},,,GHATCHARD,2024/04/30 21:11:52+00
-8575354.9441434,4708762.14349755,Wells Fargo Bank,1447 P STREET NW,20005,Ward 2,38.90981158,-77.03372184,74,397075.24,137994.97,306675,BankPt_186,,{C31F7BFA-47FA-45F0-A1AF-7210C0E2AB9B},,,GHATCHARD,2024/04/30 23:31:31+00
-8575193.7374203,4708760.91328688,PNC Bank,1405 P STREET NW,20005,Ward 2,38.90980298,-77.03227369,75,397200.84,137993.97,303731,BankPt_96,,{5B378319-7A32-465D-804E-1728EE8E6759},,,GHATCHARD,2024/04/30 20:28:47+00
-8576536.47425061,4708689.74999943,Bank of America,3 DUPONT CIRCLE NW,20036,Ward 2,38.90930071,-77.04433583,76,396154.64,137938.69,302539,BankPt_25,,{FCB32FE3-87CA-4458-A61E-64CC9BF696E6},,,GHATCHARD,2024/04/26 21:39:45+00
-8576367.64536361,4708657.08594118,Truist Bank,1369 CONNECTICUT AVENUE NW,20036,Ward 2,38.90907722,-77.04281908,77,396286.18,137913.78,241264,BankPt_152,,{C23EE87D-90CF-4FE8-9259-5221975FF520},,,,
-8578647.39685348,4708474.2029533,Bank of America,1339 WISCONSIN AVENUE NW,20007,Ward 2,38.90779882,-77.06329843,80,394509.85,137772.9,223694,BankPt_13,,{F9F3BC7E-3D9D-45FA-91F4-29517A9773FB},,,GHATCHARD,2024/04/26 20:38:12+00
-8576354.45100841,4708436.23470536,Wells Fargo Bank,1300 CONNECTICUT AVENUE NW,20036,Ward 2,38.90753308,-77.04270056,81,396296.38,137742.4,218073,BankPt_209,,{9535C802-3E75-4E42-84E3-504F117DE49D},,,GHATCHARD,2024/05/01 00:01:19+00
-8574243.82995833,4708425.82021963,FVCbank,1301 9TH STREET NW,20001,Ward 6,38.90746061,-77.02374053,82,397940.87,137733.72,239905,BankPt_66,,{AD16D4FE-884F-4E6F-B59B-E8CC0A62EDA1},,,,
-8576291.40026536,4708335.63109761,EagleBank,1228 CONNECTICUT AVENUE NW,20036,Ward 2,38.90683015,-77.04213416,84,396345.47,137664.31,302357,BankPt_65,,{C4D222BF-85B2-47AC-A456-EBFF3CCCF4BC},,,,
-8576277.74066234,4708299.24533643,Citibank,1218 CONNECTICUT AVENUE NW,20036,Ward 2,38.9065758,-77.04201146,86,396356.1,137636.07,243298,BankPt_54,,{88B0A36C-CFA1-4EAF-B9FF-1C79A44D8430},,,GHATCHARD,2024/04/29 20:24:34+00
-8576638.35609468,4708240.92766961,City National Bank,2001 M STREET NW,20036,Ward 2,38.90616814,-77.04525092,87,396075.1,137590.95,279507,BankPt_59,,{0BDE645B-60EA-4BB7-BAC8-080982DDA388},,,,
-8578157.36074271,4708133.56310483,Truist Bank,2929 M STREET NW,20007,Ward 2,38.90541727,-77.05889637,90,394891.49,137508.31,272083,BankPt_157,,{FA56C716-0929-4333-9F98-6EFFB182AA2D},,,,
-8578562.68351064,4708127.69966747,PNC Bank,1201 WISCONSIN AVENUE NW,20007,Ward 2,38.90537661,-77.06253744,91,394575.67,137503.97,272025,BankPt_101,,{4386813C-A8C8-4B1C-AF54-BB6D61DD93C9},,,GHATCHARD,2024/04/30 20:42:31+00
-8578088.38020228,4708125.83056739,Wells Fargo Bank,2901 M STREET NW,20007,Ward 2,38.90536155,-77.05827606,92,394945.29,137502.09,272085,BankPt_193,,{A56CD0E7-7866-42D8-8BAA-C19BE7C49302},,,GHATCHARD,2024/04/30 23:58:48+00
-8576199.78069498,4708118.76586438,Truist Bank,1150 CONNECTICUT AVENUE NW,20036,Ward 2,38.90531416,-77.04131113,95,396416.78,137495.99,241786,BankPt_148,,{FBEA4831-4E9C-4EE6-903E-B28B4DB56742},,,,
-8576179.5109801,4708022.51360451,Peoples Bank,1130 CONNECTICUT AVENUE NW,20036,Ward 2,38.9046413,-77.04112904,99,396432.54,137421.29,241787,BankPt_119,,{C3C41512-D661-422F-9C44-7987FDAE784B},,,GHATCHARD,2024/04/30 20:53:17+00
-8576392.09737082,4707922.94597275,M&T Bank,1899 L STREET NW,20036,Ward 2,38.90394526,-77.04303874,101,396266.86,137344.1,241298,BankPt_89,,{905D6953-2975-4762-AA8F-D34564D36A3F},,,GHATCHARD,2024/04/30 00:20:30+00
-8576552.5279755,4707859.26255902,PNC Bank,1920 L STREET NW,20036,Ward 2,38.90350007,-77.04447991,102,396141.83,137294.74,242545,BankPt_114,,{8FA73BE5-3BF1-47CB-B643-0E62C6BF0A28},,,GHATCHARD,2024/04/30 20:25:51+00
-8573644.05114109,4707857.72914527,Wells Fargo Bank,490 L STREET NW,20001,Ward 6,38.90348935,-77.01835263,103,398408.1,137292.77,304767,BankPt_177,,{001A8CD9-68E8-4DFA-A749-3F8FFEC94192},,,GHATCHARD,2024/04/30 23:34:33+00
-8575349.32197281,4707852.55062293,Bank of America,1090 VERMONT AVENUE NW,20005,Ward 2,38.90345281,-77.03367133,104,397079.36,137289.13,240259,BankPt_7,,{FB490C40-8313-4701-9922-5EE14BFABC1C},,,GHATCHARD,2024/04/26 20:58:24+00
-8576656.70034327,4707840.01974109,Wells Fargo Bank,2001 K STREET NW,20006,Ward 2,38.90336074,-77.04541446,106,396060.76,137279.35,242788,BankPt_190,,{37267559-DF89-4DF3-A0E3-29D4DCFD8575},,,GHATCHARD,2024/04/30 23:35:58+00
-8576656.56142161,4707839.37937049,EagleBank,2001 K STREET NW,20006,Ward 2,38.90336074,-77.04541446,107,396060.76,137279.35,242788,BankPt_63,,{DBE3FFFE-B5AE-40F6-9206-FA6808269BC0},,,GHATCHARD,2024/04/29 20:44:14+00
-8575974.42225132,4707841.30662903,Sandy Spring Bank,1025 CONNECTICUT AVENUE NW,20036,Ward 2,38.90337088,-77.03928798,108,396592.17,137280.23,241803,BankPt_122,,{ACEB6D1A-726E-42C9-834B-C06899F0C658},,,GHATCHARD,2024/04/30 21:00:12+00
-8575510.38377644,4707780.92035553,Peoples Bank,1501 K STREET NW,20005,Ward 2,38.9029524,-77.03511817,110,396953.84,137233.59,279201,BankPt_117,,{73DA6EA1-FA57-4F20-BBA6-A5452EC8BE2D},,,GHATCHARD,2024/04/30 20:52:28+00
-8575278.79835505,4707775.37597129,EagleBank,1425 K STREET NW,20005,Ward 2,38.9029133,-77.03303781,111,397134.29,137229.22,240264,BankPt_62,,{5FAFF220-00B7-48CA-95D7-7EE56015B2FF},,,,
-8575381.81276999,4707771.78661771,Citibank,1000 VERMONT AVENUE NW,20005,Ward 2,38.90288844,-77.03396343,112,397054,137226.49,240261,BankPt_43,,{173AC353-28FC-42CF-B43F-CF0379A25062},,,GHATCHARD,2024/04/29 17:31:46+00
-8576034.78758312,4707768.77171765,Citibank,1000 CONNECTICUT AVENUE NW,20036,Ward 2,38.90286713,-77.03982897,114,396545.22,137224.33,243406,BankPt_56,,{CDE8B423-02AF-4386-BDB8-C044997262AA},,,GHATCHARD,2024/04/29 20:26:14+00
-8576324.77630452,4707767.99621009,Amalgamated Bank,1825 K STREET NW,20006,Ward 2,38.90286205,-77.04243398,115,396319.26,137223.83,240969,BankPt_1,,{12893E6B-2B74-426C-A134-B05645650E41},,,,
-8575929.33776429,4707757.62585987,Wells Fargo Bank,1001 CONNECTICUT AVENUE NW,20036,Ward 2,38.90279016,-77.03888185,116,396627.37,137215.75,278774,BankPt_208,,{CE7C94B7-F8E2-4FC6-BA6E-EDBA1E6B9ED4},,,GHATCHARD,2024/04/30 23:37:50+00
-8576086.13119557,4707771.78761816,Citibank,1717 K STREET NW,20006,Ward 2,38.9028904,-77.04029059,117,396505.18,137226.93,298465,BankPt_55,,{577B5503-AF7A-42F9-9BDD-DCCC7DBA65D3},,,GHATCHARD,2024/04/29 20:07:25+00
-8576508.46069635,4707760.5508846,Truist Bank,1909 K STREET NW,20006,Ward 2,38.90281,-77.04408405,119,396176.13,137218.12,243209,BankPt_162,,{F32E2C75-C0FE-4F02-81C6-1784D60EAD3D},,,,
-8576286.20821517,4707677.65771689,Bank of America,1800 K STREET NW,20006,Ward 2,38.90223051,-77.04208752,122,396349.28,137153.71,300930,BankPt_10,,{A7002E26-0164-47F5-9768-18BA29403F39},,,GHATCHARD,2024/04/26 21:36:11+00
-8575857.61938448,4707677.18988365,M&T Bank,1680 K STREET NW,20006,Ward 2,38.90222723,-77.03823744,124,396683.24,137153.2,300674,BankPt_83,,{6F81245D-9CE3-4735-9234-16AA02246376},,,GHATCHARD,2024/04/30 00:35:54+00
-8575810.14585316,4707671.6172561,Presidential Bank,1660 K STREET NW,20006,Ward 2,38.90218828,-77.03781098,125,396720.23,137148.86,279290,BankPt_120,,{7832E30C-AD93-42FC-A666-6674DFF4568D},,,GHATCHARD,2024/04/30 20:57:57+00
-8576035.25794506,4707669.87172576,Capital One,1700 K STREET NW,20006,Ward 2,38.90217607,-77.0398332,127,396544.82,137147.58,243334,BankPt_31,,{77DD9DCC-676F-4737-9874-B574E4DF294A},,,GHATCHARD,2024/04/27 00:38:30+00
-8575208.77868863,4707668.62804109,PNC Bank,1400 K STREET NW,20005,Ward 2,38.90216738,-77.03240881,129,397188.82,137146.36,240269,BankPt_97,,{E165F29E-33E2-4836-99C6-3A95F3410480},,,GHATCHARD,2024/04/30 20:43:19+00
-8576641.17038977,4707661.07051523,TD Bank,2000 K STREET NW,20006,Ward 2,38.90211529,-77.04527751,130,396072.57,137141.09,242502,BankPt_129,,{60D20EFB-71FE-4808-B081-6759E42948F2},,,GHATCHARD,2024/04/30 21:13:40+00
-8576647.34289068,4707597.95252902,Bank of America,2001 PENNSYLVANIA AVENUE NW,20006,Ward 2,38.9016733,-77.04533165,131,396067.85,137091.99,243321,BankPt_9,,{45824D5A-3325-4964-A7BE-A89187A56A98},,,GHATCHARD,2024/04/26 21:35:03+00
-8575210.21636892,4707596.99505046,Citizens Bank,1401 I STREET NW,20005,Ward 2,38.9016666,-77.03242173,132,397187.68,137090.77,218109,BankPt_67,,{F24803CD-54E8-4272-96C2-1A87F0C85D8E},,,GHATCHARD,2024/04/29 22:54:21+00
-8576034.87606507,4707588.47196184,Truist Bank,900 17TH STREET NW,20006,Ward 2,38.90160702,-77.03982977,133,396545.09,137084.41,279977,BankPt_168,,{9E414E03-407B-49AE-A557-5CACD42BC17E},,,,
-8574572.42892843,4707581.64926112,Truist Bank,1099 NEW YORK AVENUE NW,20001,Ward 2,38.90155932,-77.02669239,134,397684.65,137078.7,306169,BankPt_166,,{098AACC6-C349-45ED-9E05-4712F5F4295A},,,,
-8574004.5209619,4707510.68364396,TD Bank,901 7TH STREET NW,20001,Ward 2,38.9010632,-77.02159078,137,398127.16,137023.51,279981,BankPt_124,,{147CDEA5-E632-43C2-B69A-57B11F11F503},,,GHATCHARD,2024/04/30 21:12:51+00
-8575085.08489465,4707505.6402475,Wilmington Trust,1350 I STREET NW,20005,Ward 2,38.90102795,-77.03129765,138,397285.16,137019.84,240651,BankPt_210,,{5BB68CEA-7619-4015-916F-C4FC02AF1071},,,GHATCHARD,2024/04/30 23:07:04+00
-8575085.08489465,4707505.6402475,M&T Bank,1350 I STREET NW,20005,Ward 2,38.90102795,-77.03129765,139,397285.16,137019.84,240651,BankPt_82,,{B5FF18FF-1E7A-4B86-A4F0-03CFA7CBB261},,,GHATCHARD,2024/04/30 00:36:50+00
-8574978.11858497,4707503.74365531,Wells Fargo Bank,1300 I STREET NW,20005,Ward 2,38.90101435,-77.03033676,140,397368.51,137018.34,240649,BankPt_187,,{AD02129E-0614-4324-BA8A-B0324BD4F54F},,,GHATCHARD,2024/04/30 23:48:55+00
-8574009.64223645,4707459.62939611,PNC Bank,833 7TH STREET NW,20001,Ward 2,38.90070628,-77.02163679,144,398123.16,136983.89,300518,BankPt_90,,{9342A1F2-627F-4762-A736-9AF713B0BDEF},,,GHATCHARD,2024/04/30 20:39:49+00
